@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1296,'2024/02/25 00:13:45:037',16,243.481522,1,0,0,0,3
1297,'2024/02/25 00:13:45:055',16,242.794739,1,0,0,0,3
1298,'2024/02/25 00:13:45:097',16,242.873123,1,0,0,0,3
1299,'2024/02/25 00:13:45:125',16,241.880035,1,0,0,0,3
1300,'2024/02/25 00:13:45:160',16,241.188019,1,0,0,0,3
1301,'2024/02/25 00:13:45:195',16,239.968185,1,0,0,0,3
1302,'2024/02/25 00:13:45:229',16,236.846466,1,0,0,0,3
1303,'2024/02/25 00:13:45:259',16,234.65918,1,0,0,0,3
1304,'2024/02/25 00:13:45:288',16,232.552063,1,0,0,0,3
1305,'2024/02/25 00:13:45:316',16,231.913727,1,0,0,0,3
1306,'2024/02/25 00:13:45:363',16,230.844208,1,0,0,0,3
1307,'2024/02/25 00:13:45:398',16,230.102173,1,0,0,0,3
1308,'2024/02/25 00:13:45:426',16,229.922333,1,0,0,0,3
1309,'2024/02/25 00:13:45:463',16,229.837311,1,0,0,0,3
1310,'2024/02/25 00:13:45:496',16,230.630783,1,0,0,0,3
1311,'2024/02/25 00:13:45:520',16,231.920349,1,0,0,0,3
1312,'2024/02/25 00:13:45:561',16,233.009399,1,0,0,0,3
1313,'2024/02/25 00:13:45:612',16,231.986328,1,0,0,0,3
1314,'2024/02/25 00:13:45:654',16,232.353683,1,0,0,0,3
1315,'2024/02/25 00:13:45:676',16,233.437668,1,0,0,0,3
1316,'2024/02/25 00:13:49:630',17,209.480209,0,0,0,0,4
1317,'2024/02/25 00:13:49:664',17,209.502289,0,0,0,0,4
1318,'2024/02/25 00:13:49:694',17,209.376007,0,0,0,0,4
1319,'2024/02/25 00:13:49:723',17,209.063736,0,358.955811,-5.276901,358.955811,4
1320,'2024/02/25 00:13:49:769',17,208.887054,0,0,0,-358.955811,4
1321,'2024/02/25 00:13:49:815',17,208.908356,0,0,0,0,4
1322,'2024/02/25 00:13:49:844',17,208.848206,0,0,0,0,4
1323,'2024/02/25 00:13:49:856',17,208.46701,0,0,0,0,4
1324,'2024/02/25 00:13:49:897',17,208.381409,0,0,0,0,4
1325,'2024/02/25 00:13:49:950',17,209.577621,0,0,0,0,4
1326,'2024/02/25 00:13:49:966',17,208.934357,0,0,0,0,4
1327,'2024/02/25 00:13:49:989',17,209.230927,0,0,0,0,4
1328,'2024/02/25 00:13:50:030',17,208.942276,0,0,0,0,4
1329,'2024/02/25 00:13:50:065',17,208.574921,0,0,0,0,4
1330,'2024/02/25 00:13:50:100',17,208.609116,0,0,0,0,4
1331,'2024/02/25 00:13:50:123',17,208.653549,0,0,0,0,4
1332,'2024/02/25 00:13:50:164',17,209.165695,0,0,0,0,4
1333,'2024/02/25 00:13:50:222',17,209.356964,0,0,0,0,4
1334,'2024/02/25 00:13:50:256',17,209.474426,0,0,0,0,4
1335,'2024/02/25 00:13:50:286',17,209.891708,0,0,0,0,4
1336,'2024/02/25 00:13:50:314',17,210.176437,0,0,0,0,4
1337,'2024/02/25 00:13:50:327',17,209.967377,0,0,0,0,4
1338,'2024/02/25 00:13:50:362',17,210.153152,0,0,0,0,4
1339,'2024/02/25 00:13:50:396',17,209.842072,0,0,0,0,4
1340,'2024/02/25 00:13:50:431',17,210.429321,0,0,0,0,4
1341,'2024/02/25 00:13:50:489',17,210.634918,0,0,0,0,4
1342,'2024/02/25 00:13:50:518',17,211.307602,0,0,0,0,4
1343,'2024/02/25 00:13:50:553',17,211.261932,0,0,0,0,4
1344,'2024/02/25 00:13:50:582',17,211.43251,0,0,0,0,4
1345,'2024/02/25 00:13:50:617',17,211.235626,0,0,0,0,4
1346,'2024/02/25 00:13:50:633',17,211.249832,0,0,0,0,4
1347,'2024/02/25 00:13:50:663',17,211.81189,0,313.871826,-82.986664,313.871826,4
1348,'2024/02/25 00:13:50:692',17,213.513931,0,0,0,-313.871826,4
1349,'2024/02/25 00:13:50:721',17,215.072479,0,0,0,0,4
1350,'2024/02/25 00:13:50:762',17,216.457962,0,0,0,0,4
1351,'2024/02/25 00:13:50:798',17,217.864258,0,0,0,0,4
1352,'2024/02/25 00:13:50:831',17,219.233215,0,0,0,0,4
1353,'2024/02/25 00:13:50:860',17,220.937469,0,0,0,0,4
1354,'2024/02/25 00:13:50:895',17,223.080994,0,0,0,0,4
1355,'2024/02/25 00:13:50:918',17,225.353851,0,0,0,0,4
1356,'2024/02/25 00:13:50:965',17,227.353302,0,0,0,0,4
1357,'2024/02/25 00:13:51:000',17,228.344879,0,0,0,0,4
1358,'2024/02/25 00:13:51:028',17,229.922562,0,0,0,0,4
1359,'2024/02/25 00:13:51:063',17,231.074066,0,0,0,0,4
1360,'2024/02/25 00:13:51:093',17,230.857376,0,0,0,0,4
1361,'2024/02/25 00:13:51:123',17,231.159332,0,0,0,0,4
1362,'2024/02/25 00:13:51:168',17,230.502487,0,0,0,0,4
1363,'2024/02/25 00:13:51:204',17,229.905914,0,0,0,0,4
1364,'2024/02/25 00:13:51:227',17,229.298828,0,0,0,0,4
1365,'2024/02/25 00:13:51:266',17,227.731186,0,0,0,0,4
1366,'2024/02/25 00:13:51:296',17,226.168961,0,0,0,0,4
1367,'2024/02/25 00:13:51:319',17,225.293137,0,0,0,0,4
1368,'2024/02/25 00:13:51:365',17,223.950974,0,0,0,0,4
1369,'2024/02/25 00:13:51:400',17,223.075394,0,0,0,0,4
1370,'2024/02/25 00:13:51:435',17,221.904373,0,0,0,0,4
1371,'2024/02/25 00:13:51:464',17,220.10994,0,0,0,0,4
1372,'2024/02/25 00:13:51:499',17,219.802322,0,311.75528,0,311.75528,4
1373,'2024/02/25 00:13:51:545',17,217.556335,0,310.371765,-84.442238,-1.383514,4
1374,'2024/02/25 00:13:51:562',17,216.145538,0,0,0,-310.371765,4
1375,'2024/02/25 00:13:51:592',17,213.845734,0,0,0,0,4
1376,'2024/02/25 00:13:51:632',17,212.733826,0,310.693604,0,310.693604,4
1377,'2024/02/25 00:13:51:679',17,212.146286,0,311.429657,0,0.736053,4
1378,'2024/02/25 00:13:51:696',17,210.879364,0,0,0,-311.429657,4
1379,'2024/02/25 00:13:51:719',17,209.856842,0,0,0,0,4
1380,'2024/02/25 00:13:51:760',17,208.70871,0,0,0,0,4
1381,'2024/02/25 00:13:51:801',17,207.267548,0,0,0,0,4
1382,'2024/02/25 00:13:51:847',17,205.810715,0,0,0,0,4
1383,'2024/02/25 00:13:51:882',17,204.173355,0,0,0,0,4
1384,'2024/02/25 00:13:51:905',17,202.411774,0,0,0,0,4
1385,'2024/02/25 00:13:51:923',17,201.283493,0,357.649597,-6.841499,357.649597,4
1386,'2024/02/25 00:13:51:963',17,199.406723,0,0,0,-357.649597,4
1387,'2024/02/25 00:13:51:998',17,197.500534,0,0,0,0,4
1388,'2024/02/25 00:13:52:051',17,197.182251,0,0,0,0,4
1389,'2024/02/25 00:13:52:085',17,196.456772,0,0,0,0,4
1390,'2024/02/25 00:13:52:108',17,196.870255,0,0,0,0,4
1391,'2024/02/25 00:13:52:126',17,198.559799,0,367.761047,-5.10788,367.761047,4
1392,'2024/02/25 00:13:52:190',17,198.928925,0,0,0,-367.761047,4
1393,'2024/02/25 00:13:52:225',17,202.362869,0,0,0,0,4
1394,'2024/02/25 00:13:52:254',17,203.809433,0,0,0,0,4
1395,'2024/02/25 00:13:52:282',17,206.392242,0,0,0,0,4
1396,'2024/02/25 00:13:52:294',17,207.26561,0,0,0,0,4
1397,'2024/02/25 00:13:52:323',17,209.213364,0,0,0,0,4
1398,'2024/02/25 00:13:52:363',17,210.032532,0,0,0,0,4
1399,'2024/02/25 00:13:52:393',17,210.385269,0,0,0,0,4
1400,'2024/02/25 00:13:52:427',17,210.415771,0,0,0,0,4
1401,'2024/02/25 00:13:52:462',17,210.184052,0,0,0,0,4
1402,'2024/02/25 00:13:52:498',17,210.483734,0,0,0,0,4
1403,'2024/02/25 00:13:52:520',17,210.282379,0,0,0,0,4
1404,'2024/02/25 00:13:52:567',17,210.097733,0,0,0,0,4
1405,'2024/02/25 00:13:52:613',17,210.447815,0,0,0,0,4
1406,'2024/02/25 00:13:52:648',17,209.421783,0,0,0,0,4
1407,'2024/02/25 00:13:52:683',17,208.548752,0,0,0,0,4
1408,'2024/02/25 00:13:52:694',17,208.660416,0,0,0,0,4
1409,'2024/02/25 00:13:52:724',17,208.555756,0,0,0,0,4
1410,'2024/02/25 00:13:52:764',17,207.202026,0,0,0,0,4
1411,'2024/02/25 00:13:52:816',17,207.089249,0,0,0,0,4
1412,'2024/02/25 00:13:52:828',17,206.131561,0,0,0,0,4
1413,'2024/02/25 00:13:52:863',17,205.114456,0,0,0,0,4
1414,'2024/02/25 00:13:52:897',17,204.435089,0,0,0,0,4
1415,'2024/02/25 00:13:52:945',17,203.656998,0,0,0,0,4
1416,'2024/02/25 00:13:52:962',17,203.141556,0,0,0,0,4
1417,'2024/02/25 00:13:52:997',17,204.328186,0,0,0,0,4
1418,'2024/02/25 00:13:53:049',17,202.685272,0,0,0,0,4
1419,'2024/02/25 00:13:53:066',17,202.508728,0,0,0,0,4
1420,'2024/02/25 00:13:53:095',17,202.594177,0,0,0,0,4
1421,'2024/02/25 00:13:53:124',17,202.671997,0,0,0,0,4
1422,'2024/02/25 00:13:53:188',17,202.612152,0,0,0,0,4
1423,'2024/02/25 00:13:53:217',17,203.213486,0,0,0,0,4
1424,'2024/02/25 00:13:53:228',17,204.02713,0,0,0,0,4
1425,'2024/02/25 00:13:53:292',17,202.648804,0,0,0,0,4
1426,'2024/02/25 00:13:53:322',17,202.724304,0,0,0,0,4
1427,'2024/02/25 00:13:53:356',17,202.79834,0,0,0,0,4
1428,'2024/02/25 00:13:53:385',17,202.693054,0,0,0,0,4
1429,'2024/02/25 00:13:53:420',17,201.710297,0,0,0,0,4
1430,'2024/02/25 00:13:53:449',17,201.405655,0,0,0,0,4
1431,'2024/02/25 00:13:53:466',17,200.429047,0,0,0,0,4
1432,'2024/02/25 00:13:53:496',17,201.778687,0,0,0,0,4
1433,'2024/02/25 00:13:53:525',17,201.676147,0,0,0,0,4
1434,'2024/02/25 00:13:53:566',17,201.798126,0,0,0,0,4
1435,'2024/02/25 00:13:53:600',17,201.609711,0,0,0,0,4
1436,'2024/02/25 00:13:53:659',17,200.760956,0,0,0,0,4
1437,'2024/02/25 00:13:53:687',17,200.435364,0,0,0,0,4
1438,'2024/02/25 00:13:53:710',17,199.279007,0,0,0,0,4
1439,'2024/02/25 00:13:53:722',17,199.485565,0,0,0,0,4
1440,'2024/02/25 00:13:53:763',17,200.006897,0,0,0,0,4
1441,'2024/02/25 00:13:53:804',17,200.022125,0,0,0,0,4
1442,'2024/02/25 00:13:53:850',17,198.976761,0,0,0,0,4
1443,'2024/02/25 00:13:53:885',17,200.105835,0,0,0,0,4
1444,'2024/02/25 00:13:53:902',17,200.362823,0,0,0,0,4
1445,'2024/02/25 00:13:53:955',17,200.072815,0,0,0,0,4
1446,'2024/02/25 00:13:53:989',17,200.491104,0,0,0,0,4
1447,'2024/02/25 00:13:54:030',17,201.405029,0,0,0,0,4
1448,'2024/02/25 00:13:54:059',17,200.826874,0,0,0,0,4
1449,'2024/02/25 00:13:54:088',17,201.768158,0,0,0,0,4
1450,'2024/02/25 00:13:54:099',17,202.128326,0,0,0,0,4
1451,'2024/02/25 00:13:54:123',17,202.092194,0,0,0,0,4
1452,'2024/02/25 00:13:54:163',17,202.103867,0,0,0,0,4
1453,'2024/02/25 00:13:54:198',17,201.984756,0,0,0,0,4
1454,'2024/02/25 00:13:54:233',17,201.741608,0,0,0,0,4
1455,'2024/02/25 00:13:54:291',17,200.777725,0,0,0,0,4
1456,'2024/02/25 00:13:54:332',17,200.106613,0,0,0,0,4
1457,'2024/02/25 00:13:54:361',17,200.232361,0,0,0,0,4
1458,'2024/02/25 00:13:54:406',17,200.597534,0,0,0,0,4
1459,'2024/02/25 00:13:54:430',17,200.061432,0,0,0,0,4
1460,'2024/02/25 00:13:54:459',17,201.63652,0,0,0,0,4
1461,'2024/02/25 00:13:54:483',17,200.113449,0,0,0,0,4
1462,'2024/02/25 00:13:54:494',17,199.939468,0,0,0,0,4
1463,'2024/02/25 00:13:54:523',17,201.696686,0,0,0,0,4
1464,'2024/02/25 00:13:54:570',17,201.194229,0,0,0,0,4
1465,'2024/02/25 00:13:54:604',17,200.337128,0,0,0,0,4
1466,'2024/02/25 00:13:54:633',17,200.019501,0,0,0,0,4
1467,'2024/02/25 00:13:54:668',17,200.397125,0,0,0,0,4
1468,'2024/02/25 00:13:54:697',17,198.961853,0,0,0,0,4
1469,'2024/02/25 00:13:54:721',17,201.2883,0,0,0,0,4
1470,'2024/02/25 00:13:54:767',17,202.007813,0,0,0,0,4
1471,'2024/02/25 00:13:54:820',17,202.883514,0,0,0,0,4
1472,'2024/02/25 00:13:54:848',17,203.438248,0,0,0,0,4
1473,'2024/02/25 00:13:54:865',17,204.556961,0,0,0,0,4
1474,'2024/02/25 00:13:54:901',17,204.595352,0,0,0,0,4
1475,'2024/02/25 00:13:54:930',17,206.634155,0,0,0,0,4
1476,'2024/02/25 00:13:54:965',17,205.723511,0,0,0,0,4
1477,'2024/02/25 00:13:55:005',17,205.948013,0,0,0,0,4
1478,'2024/02/25 00:13:55:052',17,206.399399,0,0,0,0,4
1479,'2024/02/25 00:13:55:081',17,206.696182,0,0,0,0,4
1480,'2024/02/25 00:13:55:098',17,206.746246,0,0,0,0,4
1481,'2024/02/25 00:13:55:121',17,206.64064,0,0,0,0,4
1482,'2024/02/25 00:13:55:168',17,206.71846,0,0,0,0,4
1483,'2024/02/25 00:13:55:203',17,207.217712,0,0,0,0,4
1484,'2024/02/25 00:13:55:232',17,207.62175,0,0,0,0,4
1485,'2024/02/25 00:13:55:266',17,208.29837,0,0,0,0,4
1486,'2024/02/25 00:13:55:301',17,208.015076,0,0,0,0,4
1487,'2024/02/25 00:13:55:330',17,208.763062,0,0,0,0,4
1488,'2024/02/25 00:13:55:388',17,210.117981,0,0,0,0,4
1489,'2024/02/25 00:13:55:423',17,209.922729,0,0,0,0,4
1490,'2024/02/25 00:13:55:452',17,209.749146,0,0,0,0,4
1491,'2024/02/25 00:13:55:493',17,209.681305,0,0,0,0,4
1492,'2024/02/25 00:13:55:515',17,209.647354,0,0,0,0,4
1493,'2024/02/25 00:13:55:527',17,209.666916,0,0,0,0,4
1494,'2024/02/25 00:13:55:556',17,209.181976,0,0,0,0,4
1495,'2024/02/25 00:13:55:597',17,209.341568,0,0,0,0,4
1496,'2024/02/25 00:13:55:632',17,209.271011,0,0,0,0,4
1497,'2024/02/25 00:13:55:684',17,209.602036,0,0,0,0,4
1498,'2024/02/25 00:13:55:722',17,209.822586,0,0,0,0,4
1499,'2024/02/25 00:13:59:370',18,427.753845,1,0,0,0,5
1500,'2024/02/25 00:13:59:399',18,426.41568,1,0,0,0,5
1501,'2024/02/25 00:13:59:434',18,424.796661,1,0,0,0,5
1502,'2024/02/25 00:13:59:470',18,424.024994,1,0,0,0,5
1503,'2024/02/25 00:13:59:504',18,423.26767,1,0,0,0,5
1504,'2024/02/25 00:13:59:521',18,423.377075,1,0,0,0,5
1505,'2024/02/25 00:13:59:573',18,423.230682,1,0,0,0,5
1506,'2024/02/25 00:13:59:608',18,423.149597,1,0,0,0,5
1507,'2024/02/25 00:13:59:632',18,423.71167,1,0,0,0,5
1508,'2024/02/25 00:13:59:672',18,423.493683,1,0,0,0,5
1509,'2024/02/25 00:13:59:702',18,423.377136,1,0,0,0,5
1510,'2024/02/25 00:13:59:724',18,422.441376,1,0,0,0,5
1511,'2024/02/25 00:13:59:766',18,422.771942,1,0,0,0,5
1512,'2024/02/25 00:13:59:800',18,422.988068,1,0,0,0,5
1513,'2024/02/25 00:13:59:858',18,423.232025,1,0,0,0,5
1514,'2024/02/25 00:13:59:887',18,423.848969,1,0,0,0,5
1515,'2024/02/25 00:13:59:899',18,425.156555,1,0,0,0,5
1516,'2024/02/25 00:13:59:933',18,425.375946,1,0,0,0,5
1517,'2024/02/25 00:13:59:969',18,425.800842,1,0,0,0,5
1518,'2024/02/25 00:14:00:013',18,426.146667,1,0,0,0,5
1519,'2024/02/25 00:14:00:039',18,427.726349,1,0,0,0,5
1520,'2024/02/25 00:14:00:072',18,428.350525,1,0,0,0,5
1521,'2024/02/25 00:14:00:102',18,428.894928,1,0,0,0,5
1522,'2024/02/25 00:14:00:130',18,430.38974,1,0,0,0,5
1523,'2024/02/25 00:14:00:172',18,431.163116,1,0,0,0,5
1524,'2024/02/25 00:14:00:224',18,432.276031,1,0,0,0,5
1525,'2024/02/25 00:14:00:253',18,432.55188,1,0,0,0,5
1526,'2024/02/25 00:14:00:270',18,432.37149,1,0,0,0,5
1527,'2024/02/25 00:14:00:306',18,431.764618,1,0,0,0,5
1528,'2024/02/25 00:14:00:352',18,431.407318,1,0,0,0,5
1529,'2024/02/25 00:14:00:369',18,431.359619,1,0,0,0,5
1530,'2024/02/25 00:14:00:398',18,430.785461,1,0,0,0,5
1531,'2024/02/25 00:14:00:439',18,430.858582,1,0,0,0,5
1532,'2024/02/25 00:14:00:468',18,430.959412,1,0,0,0,5
1533,'2024/02/25 00:14:00:503',18,431.321899,1,367.150269,-5.143379,367.150269,5
1534,'2024/02/25 00:14:00:531',18,431.873077,1,361.561371,-5.124847,-5.588898,5
1535,'2024/02/25 00:14:00:572',18,432.558258,1,0,0,-361.561371,5
1536,'2024/02/25 00:14:00:625',18,432.951721,1,0,0,0,5
1537,'2024/02/25 00:14:00:653',18,433.026917,1,0,0,0,5
1538,'2024/02/25 00:14:00:682',18,432.793182,1,0,0,0,5
1539,'2024/02/25 00:14:00:706',18,432.557861,1,0,0,0,5
1540,'2024/02/25 00:14:00:740',18,432.629852,1,0,0,0,5
1541,'2024/02/25 00:14:00:787',18,432.635376,1,311.480469,-84.695847,311.480469,5
1542,'2024/02/25 00:14:00:822',18,432.567688,1,0,0,-311.480469,5
1543,'2024/02/25 00:14:00:839',18,432.873627,1,0,0,0,5
1544,'2024/02/25 00:14:00:869',18,432.438293,1,0,0,0,5
1545,'2024/02/25 00:14:00:902',18,432.175537,1,0,0,0,5
1546,'2024/02/25 00:14:00:932',18,431.967773,1,0,0,0,5
1547,'2024/02/25 00:14:00:972',18,432.133942,1,0,0,0,5
1548,'2024/02/25 00:14:01:007',18,432.078369,1,0,0,0,5
1549,'2024/02/25 00:14:01:036',18,431.899506,1,0,0,0,5
1550,'2024/02/25 00:14:01:071',18,431.305817,1,0,0,0,5
1551,'2024/02/25 00:14:01:100',18,430.687042,1,0,0,0,5
1552,'2024/02/25 00:14:01:129',18,430.082886,1,0,0,0,5
1553,'2024/02/25 00:14:01:170',18,429.077362,1,0,0,0,5
1554,'2024/02/25 00:14:01:199',18,429.142487,1,0,0,0,5
1555,'2024/02/25 00:14:01:234',18,429.094818,1,0,0,0,5
1556,'2024/02/25 00:14:01:269',18,430.621124,1,0,0,0,5
1557,'2024/02/25 00:14:01:298',18,429.177765,1,0,0,0,5
1558,'2024/02/25 00:14:01:333',18,428.937622,1,0,0,0,5
1559,'2024/02/25 00:14:01:367',18,429.122589,1,0,0,0,5
1560,'2024/02/25 00:14:01:408',18,429.031036,1,0,0,0,5
1561,'2024/02/25 00:14:01:437',18,428.678955,1,0,0,0,5
1562,'2024/02/25 00:14:01:466',18,429.685638,1,0,0,0,5
1563,'2024/02/25 00:14:01:495',18,429.29541,1,0,0,0,5
1564,'2024/02/25 00:14:01:559',18,429.57016,1,0,0,0,5
1565,'2024/02/25 00:14:01:594',18,428.93399,1,0,0,0,5
1566,'2024/02/25 00:14:01:628',18,428.80127,1,0,0,0,5
1567,'2024/02/25 00:14:01:658',18,428.761139,1,0,0,0,5
1568,'2024/02/25 00:14:01:686',18,428.738007,1,0,0,0,5
1569,'2024/02/25 00:14:01:698',18,428.641022,1,0,0,0,5
1570,'2024/02/25 00:14:01:739',18,428.648529,1,0,0,0,5
1571,'2024/02/25 00:14:01:774',18,428.509369,1,0,0,0,5
1572,'2024/02/25 00:14:01:803',18,428.329803,1,0,0,0,5
1573,'2024/02/25 00:14:01:838',18,428.205627,1,0,0,0,5
1574,'2024/02/25 00:14:01:872',18,428.212433,1,0,0,0,5
1575,'2024/02/25 00:14:01:901',18,428.224823,1,0,0,0,5
1576,'2024/02/25 00:14:01:930',18,428.172729,1,0,0,0,5
1577,'2024/02/25 00:14:01:971',18,428.250854,1,0,0,0,5
1578,'2024/02/25 00:14:02:012',18,428.247528,1,0,0,0,5
1579,'2024/02/25 00:14:02:035',18,428.117493,1,0,0,0,5
1580,'2024/02/25 00:14:02:093',18,428.224976,1,0,0,0,5
1581,'2024/02/25 00:14:02:128',18,428.171387,1,0,0,0,5
1582,'2024/02/25 00:14:02:151',18,428.204681,1,0,0,0,5
1583,'2024/02/25 00:14:02:162',18,428.266418,1,0,0,0,5
1584,'2024/02/25 00:14:02:232',18,428.357208,1,0,0,0,5
1585,'2024/02/25 00:14:02:267',18,428.481873,1,0,0,0,5
1586,'2024/02/25 00:14:02:296',18,428.588409,1,0,0,0,5
1587,'2024/02/25 00:14:02:325',18,428.394714,1,0,0,0,5
1588,'2024/02/25 00:14:02:336',18,428.139435,1,0,0,0,5
1589,'2024/02/25 00:14:02:366',18,428.159302,1,0,0,0,5
1590,'2024/02/25 00:14:02:406',18,428.220032,1,0,0,0,5
1591,'2024/02/25 00:14:02:441',18,428.285797,1,0,0,0,5
1592,'2024/02/25 00:14:02:471',18,428.047729,1,0,0,0,5
1593,'2024/02/25 00:14:02:499',18,427.994324,1,0,0,0,5
1594,'2024/02/25 00:14:02:522',18,427.954956,1,0,0,0,5
1595,'2024/02/25 00:14:02:569',18,427.958679,1,0,0,0,5
1596,'2024/02/25 00:14:02:610',18,427.901245,1,0,0,0,5
1597,'2024/02/25 00:14:02:644',18,427.890442,1,0,0,0,5
1598,'2024/02/25 00:14:02:667',18,427.925751,1,0,0,0,5
1599,'2024/02/25 00:14:02:696',18,427.97699,1,0,0,0,5
1600,'2024/02/25 00:14:02:725',18,427.865692,1,0,0,0,5
1601,'2024/02/25 00:14:02:772',18,427.697571,1,0,0,0,5
1602,'2024/02/25 00:14:02:824',18,427.574432,1,0,0,0,5
1603,'2024/02/25 00:14:02:836',18,427.531952,1,0,0,0,5
1604,'2024/02/25 00:14:02:871',18,427.392975,1,0,0,0,5
1605,'2024/02/25 00:14:02:905',18,427.512909,1,0,0,0,5
1606,'2024/02/25 00:14:02:929',18,427.678772,1,0,0,0,5
1607,'2024/02/25 00:14:02:969',18,427.462585,1,0,0,0,5
